Vendor Code,Name of vendor,Street,City
86730,N H R NAWARATHNE,314/4/123 MEEGALAWA,GANANGAMUWA
86731,B M ALAHAKOON,314/4/104 MEEGALAWA,GANANGAMUWA
86732,A M KUSUMAWATHI,ALUWIHAREGAMA,SENAPURA
86733,A M J BANDARA,ALUWIHAREGAMA,SENAPURA
86734,E M L H L EKANAYAKE,No.38 ALUVIHAREGAMA,SENAPURA
86735,A M KUMARIHAMI,No.38 ALUVIHAREGAMA,SENAPURA
86736,D M W MENIKE,02 ELA,KAGAMA
86737,H M G HERATH,3 ELA,KAGAMA
86738,U H D A K DARMASENA,RB 02 ELA,KAGAMA
86739,E G R BANDA,"ALUTHDENNAWA, 2 KOTASA",KAGAMA
86740,M A M ASFAK,ALUTHDENNAWA,KAGAMA
86741,S SAMAN WEGOLLA,NEW GANTHIRIYAGAMA,SENAPURA
86742,A HAMIDU SARIBUDEEN,ALUTHDENNAWA,KAGAMA
86743,R D MAGILIN,No.12 MAKULAWA,MEEGALAWA
86744,K Y G S MALLIKA,SAMPATHGAMA,HURIGASWAWE
86745,N A G CHANDRA,No.60 MAKULAWA,HURIGASWAWE
86746,B G M S PREMARATHNE,No. 40 HURIGASWAWE,THAMMANNAWA
86747,H M M K KUMARASINGHE,MAKULAWA,HURIGASWAWE
86748,H M K MANEL WIJERATHNE,No.08 MAKULAWA,HURIGASWAWE
86749,N G C J A K NATHTHARANPOTHA,No. 75 SUDARSHANAGAMA,HURIGASWAWE
86750,S M GAMINI SAMARAKOON,THAMMANNAWA,HURIGASWAWE
86751,H AMARASINGHE,SUDARSHANAGAMA,HURIGASWAWE
86752,W A C SUNIMAL,MAKULAWA,HURIGASWAWE
86753,M G S P RANASINGHE,No. 88 SUDARSHANAGAMA,HURIGASWAWE
86754,W A PEMADASA,No.47 SUDARSHANAGAMA,HURIGASWAWE
86755,Y G R B WIJERATHNE,No.116 SUDARSHANAGAMA,HURIGASWAWE
86756,E A B MENIKE,No.57 SUDARSHANAGAMA,HURIGASWAWE
86757,N A G D CHANDRALATHA,No.69 SUDARSHANAGAMA,HURIGASWAWE
86758,G N SIRIWARDHANA,No.5 SUDARSHANAGAMA,HURIGASWAWE
86759,J G N JAYARATHNE,HALAMBAWEWA,HURIGASWAWE
86760,E G RANBANDA,No.84 HALAMBAWEWA,HURIGASWAWE
86761,G I S ILANGASINGHE,No.111 TALAKOLAWEWA,HURIGASWAWE
86762,K M D M G RANBANDA,No.03 TALAKOLAWEWA,HURIGASWAWE
86763,U G S K NANDASENA,TALAKOLAWEWA,HURIGASWAWE
86764,J A P MENIKE,THALAKOLAWEWA,HURIGASWAWE
86765,G G A SENADEERA,No.61 HALAMBAWEWA,HURIGASWAWE
86766,A H M KUMARIHAMI,HURIGASWEWA,MEEGALAWA
86767,E M C P KUMARI,HURIGASWEWA,MEEGALAWA
86768,W T SANDARUWAN,No. 111/A THALAKOLAWEWA,HURIGASWAWE
86769,W M S MALKANTHI,No. 18/B TRACK 06,KATIYAWA
86770,R P A N RAJAPAKSHA,TRACK 06,KATIYAWA
86771,D M RATHNAYAKE,TRACK 05,KATIYAWA
86772,E M P B SUMATHIPALA,D5 AWKANA,AWKANA
86773,S W B N PUSHPA KUMARA,No. 42/2 SIRIMAGAMA,AWKANA
86774,K D M JAYARATHNE,No. 206 WALASWAWE,NAGAMPAHA
86775,W M L WIJERATHNE,No.80 WALASWAWE,NAGAMPAHA
86776,L L AJANTHA KUSUMLATHA,No.237 WALASWAWE,NAGAMPAHA
86777,R M T KUMARA,No.68 SIRIMAGAMA,GALNEWA
86778,W M P KUMARI WIJESUNDARA,No.175 WALASWAWE,NAGAMPAHA
86779,W M S WIJESUNDARA,No. 80/5 WALASWAWE,NAGAMPAHA
86780,U R P SENARATHNE,WALAWWEGAMA,VIJITHAPURA
86781,E M W EKANAYAKE,No. 46/A D5 AWKANA,AWKANA
86782,D M K ACHINTHA,WALASWAWE,NAGAMPAHA
86783,K A J T MADDUMABANDARA,WALAWWEGAMA,VIJITHAPURA
86784,W D M U B A KUMARIHAMI,No. 80 WALASWAWE,NAGAMPAHA
86785,W D M S I WIJESUNDARA,D6 WALASWAWE,NAGAMPAHA
86786,E M M R EKANAYAKE,USGALA,GALNAWA
86787,A M A T ADHIKARI,No. 538 USGALA,GALNAWA
86788,S D JAYAWARDHANA,No. 37/A USGALA,GALNAWA
86789,W A P APPUHAMI,No. 33 USGALA,GALNAWA
86790,D M NISHSHANKA,USGALA,GALNAWA
86791,R G KUSUMAWATHI,No. 503 USGALA,GALNAWA
86792,A B MADUGALLA,No. 40 USGALA,GALNAWA
86793,A G DHARMASENA,No. 69/B USGALA,GALNAWA
86794,A M ANANDA,No. 86 USGALA,GALNAWA
86795,S M L SENAYAKE,USGALA,GALNAWA
86796,U G P T KARUNASINGHE,USGALA,GALNAWA
86797,W D M K B H WIJESUNDARA,No. 100 USGALA,GALNAWA
86798,S M CHANDRADASA,No. 81 USGALA,GALNAWA
86799,H A WIJESOORIYA,No. 477 USGALA,GALNAWA
86800,K M A KARUNARATHNE,USGALA,GALNAWA
86801,E M J EKANAYAKE,USGALA,GALNAWA
86802,W D P C WANASINGHE,HALMILLEWA,SENAPURA
86803,S H H R MALLIKA,No. 160 MIDELLAWA,NAGAMPAHA
86804,K A S SIRINAMA,THORANEGAMA,GALNAWA
86805,A M S K ABEYKOON,MIDELLAWA,SIYAMBALAWA
86806,H M S K GUNASENA,TRACK 04,SENAPURA
86807,A M W E ABEYKOON,TRACK 04,SENAPURA
86808,K V MUDIYANSE,TRACK 04,SENAPURA
86809,C M I KUMARIHAMI,THORANEGAMA,GALNAWA
86810,J A JAYARATHNE,THORANEGAMA,GALNAWA
86811,W M E K G S BANDA,MIDELLAWA,NAGAMPAHA
86812,D G G JAYAWARDHANA,MIDELLAWA,NAGAMPAHA
86813,K P INDRANI,THORANEGAMA,GALNAWA
86814,J M KARUNATHILAKE,MALWANEGAMA,TALAWA
86815,R M ABEYRATHNE,411/01/116 HIRIGOLLEGAMA,TALAWA
86816,J SOMASIRI,NAWAKKULAMA,GALADIWULWEWA
86817,G PREMASIRI,409/4/75 KELEGAMA,PAHALAGAMA
86818,K M G S BANDARA,411/4/1 NAWAHANGURANKETHA,TALAWA
86819,S VIJITHA KUMARA,KUMBUKGAHAWEWA,TALAWA
86820,A DHARMAPALA,ANDARAWEWA ROAD,TALAWA
86821,H M SOMARATHNE,303/A NELUMTHOTTAMA,GALADIWULWEWA
86822,W EKANAYAKE,PAHALAGAMA,TAMBUTTEGAMA
86823,A.M.T ADHIKARI,,KOBEIGANE
86824,A.D VIRENDRA,KULIYAPITIYA,KULIYAPITIYA
86825,A.G.P.H.P KUMARA,IBBAGAMUWA,IBBAGAMUWA
86826,A.P.C AMARASINGHA,RAJANGANE,RAJANGANE
86827,A.S.M RIZAN,IBBAGAMUWA,IBBAGAMUWA
86828,A.SUNILRATHNA,WERAKETIYA,WERAKETIYA
86829,A.U SARATH KUMARA,DABADENIYA,DABADENIYA
86830,A.W.A CHANDRASEKARA,KOBEIGANE,KOBEIGANE
86831,B.M PANDITHARATHNA,WARIYAPOLA,WARIYAPOLA
86832,CBL AGRO PVT LTD,PO BOX01 RANALA,RANALA
86833,COCOS COCONUT AUCTION,ALAWWA,ALAWWA
86834,D.G ARUNASIRI,BELIATTA,BELIATTA
86835,E.M CHANDRARATHNA,BAMUNAKOTUWA,BAMUNAKOTUWA
86836,E.M RANBANDA,POTHUHERA,POTHUHERA
86837,E.M.T.S EKANAYAKA,MAWATHAGAMA,MAWATHAGAMA
86838,G.DISANAYAKA,ATHTHANAGALLA,DOMPE
86839,G.K.S GUNAWARDENE,POLPITHIGAMA,MAELIYA
86840,H.M.A BANDARA,MASPOTHA,MASPOTHA
86841,H.M.C.S BANDARA,KULIYAPITIYA,KULIYAPITIYA
86842,H.M.I.P HERATH,KATUPOTHA,KATUPOTHA
86843,H.M.R.H RALAHAMI,RABUKKANA,RABUKKANA
86844,H.P.D.J.S WIMALARATHNA,MUNAMALDENIYA,MUNAMALDENIYA
86845,H.R.A.S BANDARA,RABUKKANA,IBULGASDENIYA
86846,I.R.U GUNARATHNA,ALAWWA,ALAWWA
86847,I.N.M.P JAYAKODI,MELSIRIPURA,MELSIRIPURA
86848,I.RAMESH,WISWAMADU,WALLIPURAM
86849,J.P.T.J.C PATHIRANA,BELIATTA,BELIATTA
86850,J.A.K.S JAYASINGHE,KOBEIGANE,KOBEIGANE
86851,JC ORIEN & COMPANY,NO-92/24 PANNIPITIYA,PANNIPITIYA
86852,K.A.A.D.N.S RAJ,SADALANKAWA,SADALANKAWA
86853,K.G.M.S.R DUNUSINGHE,MELSIRIPURA,MELSIRIPURA
86854,K.H WEERAWARDANA,BELIATTA,BELIATTA
86855,K.M DINGIRIAMMA,NIKAWERATIYA,NIKAWERATIYA
86856,K.P NANDAWATHI,NIKAWERATIYA,NIKAWERATIYA
86857,K.P KARUNARATHNA,NIKAWERATIYA,NIKAWERATIYA
86858,L.G SIRISENA,IBBAGAMUWA,IBBAGAMUWA
86859,L.H.M.N HERATH,WELLEGALA,WARIYAPOLA
86860,L.M.S.P BANDARA,MELSIRIPURA,MELSIRIPURA
86861,M.M.K KUMARIHAMI,MAHAWA,KARABE
86862,M.M.U.B MIRIHAGODA,MELSIRIPURA,PANLIYADDA
86863,M. MEGASOORIYA,ALAWWA,MAHARACHCHIMULLA
86864,M.SOMADASA,KULIYAPITIYA,MUNAMALDENIYA
86865,N.G.S.K GAMAGE,AWLEGAMA,AWLEGAMA
86866,N.K.B.P.V.G.S NARASINGHA,PADENIYA,PADENIYA
86867,N.K.B.P.V.G.N BANDARA,PADENIYA,PADENIYA
86868,P.K.J NONIS,SADALANKAWA,SADALANKAWA
86869,P.M.D.L WARNASOORIYA,MELSIRIPURA,MELSIRIPURA
86870,P.M.P WARNASOORIYA,MELSIRIPURA,MELSIRIPURA
86871,R.A.D.N.A.T RAJESEKARA,MAWANELLA,MAWANELLA
86872,R.G.D ABESUNDARA,MATHALE,MILLAWANA
86873,R.M JAYATHILAKA,RABUKKANA,RABUKKANA
86874,R.M.N.K JAYATHILAKA,MATHALE,KAWUDUPELELLA
86875,R.M PRASANNA SAMPATH,MELSIRIPURA,GALEWELA
86876,R.M.V.K RATHNAYAKA,HETTIPOLA,HETTIPOLA
86877,R.P.S.P RAJAPAKSHA,RAJANGANE,RAJANGANE
86878,R.P.S KITHSIRI KUMARA,ATHTHANAGALLA,ATHTHNAGALLA
86879,S.A ASANKA,MELSIRIPURA,MELSIRIPURA
86880,S.A SIYAM,NIKAWERATIYA,HILOGAMA
86881,T.SAMARANAYAKA,MATARA,HAKMANA
86882,T.P.A JAYASINGHA,KULIYAPITIYA,KULIYAPITIYA
86883,K.S.P GUNASINGHA,RABUKKANA,YATAGAMA
86884,U.G.G DAYANANDA,RABUKKANA,KOTAWELLA
86885,U. JAYASIRI,RABUKKANA,KOTAWELLA
86886,W.A.C.K WASALA,NARAMMALA,WERABUGEDARA
86887,W.A.D.B WIJERATHNA,RAJANGANE,RAJANGANE
86888,W.A.P CHANDRASIRI,BINGIRIYA,BINGIRIYA
86889,W.G.C.R JAYAKODI,RAJANGANE,RAJANGANE
86890,W.N CHANDIMA,MIDDENIYA,MIDDENIYA
86891,W.P.V.B RAJAPAKSHA,KURUNEGALA,YANTHAMPALAWA
86892,W.T WASS & CO,COLOMBO 02,COLOMBO
86893,Y.M.T.C YAPA,MATHALE,GALEWELA
86894,D.M ARIYARATHNA,NARAMMALA,WERABUGEDARA
86895,B.D.D PRADEEP JAYASEKARA,KOBEIGANE,KOBEIGANE
86896,W.G.S PUSHPHA KUMARA,KULIYAPITIYA,KULIYAPITIYA
86897,W.P.G DIPAL DISANAYAKA,MIRIGAMA,MIRIGAMA
86898,A.M.U.B AMARAKOON,KATUPOTHA,KATUPOTHA
86899,H.M GAMINI WIJEKOON,KULIYAPITIYA,MUNAMALDENIYA
86900,I.P WIJERATHNA,MIRIGAMA,MIRIGAMA
86901,W.R.A.G.S WIJESINGHA,HOROMBAWA,KULIYAPITIYA
86902,H.B.A.P KUMARA,BEMMULLA,BEMMULLA
86903,S.R.M.T.S DULANJANA,MASPOTHA,MASPOTHA
86904,W.M.W WEERASORIYA,WADAKADA,WADAKADA
86905,W.M.S.S WIJEKOON,GALGAMUWA,GALGAMUWA
86906,D.M WIJESENA,URAPOLA,URAPOLA
86907,S.S.R.A.S.W.A DARMARATHNA,GIRIULLA,GIRIULLA
86908,L A BANDULA,ALUTHDIWLWEWA,GATALAWA
86909,C I R PEIRIS,ALUTHDIWLWEWA,GATALAWA
86910,R P D BANDARA,ALUTHDIWLWEWA,GATALAWA
86911,R RANKIRA,ALUTHDIWLWEWA,GATALAWA
86912,B M A KUMARI BASNAYAKE,ALUTHDIWLWEWA,GATALAWA
86913,K G G CHANDRASEKARA,ALUTHDIWLWEWA,GATALAWA
86914,R Y SANJEEWANI,ALUTHDIWLWEWA,GATALAWA
86915,J A J JAYALATH,ALUTHDIWLWEWA,GATALAWA
86916,P D S DISSANAYAKE,ALUTHDIWLWEWA,GATALAWA
86917,M C NADISHANI MAHIPALA,ALUTHDIWLWEWA,GATALAWA
86918,S M AWANTHIKA SURAWEERA,ALUTHDIWLWEWA,GATALAWA
86919,C H H N MALKANTHI CHANDRASEKARA,ALUTHDIWLWEWA,GATALAWA
86920,K PREMALATHA,ALUTHDIWLWEWA,GATALAWA
86921,R SUGATHAPALA,ALUTHDIWLWEWA,GATALAWA
86922,S P U KUMARA,ALUTHDIWLWEWA,GATALAWA
86923,N S DISSANAYAKE,ALUTHDIWLWEWA,GATALAWA
86924,R A G RATHNAYAKE,ALUTHDIWLWEWA,GATALAWA
86925,A PERERA,ALUTHDIWLWEWA,GATALAWA
86926,D M H DILHANI,ALUTHDIWLWEWA,GATALAWA
86927,A U RATHNAYAKE,ALUTHDIWLWEWA,GATALAWA
86928,M PREMASIRI,ALUTHDIWLWEWA,GATALAWA
86929,R A K RANASINGHE,ALUTHDIWLWEWA,GATALAWA
86930,N RAPIYEL,ALUTHDIWLWEWA,GATALAWA
86931,G U GUNASEKARA,ALUTHDIWLWEWA,GATALAWA
86932,K S KUMUDINI KARUNARATHNE,ALUTHDIWLWEWA,GATALAWA
86933,M N H D SENANI CHANDRADASA,ALUTHDIWLWEWA,GATALAWA
86934,K P UDAYANGANI KARUNARATHNE,NEKATUNUWEWA,SIPPUKULAMA
86935,W A W DEEPTHIKA,NEKATUNUWEWA,SIPPUKULAMA
86936,R M K SAKUNTHALA,NEKATUNUWEWA,SIPPUKULAMA
86937,U W C KUMARA,NEKATUNUWEWA,SIPPUKULAMA
86938,R M R SUBASINGHE,NEKATUNUWEWA,SIPPUKULAMA
86939,H A PADMINI,NEKATUNUWEWA,SIPPUKULAMA
86940,N PADMAKANTHI,NEKATUNUWEWA,SIPPUKULAMA
86941,R M S S KUMARI,NEKATUNUWEWA,SIPPUKULAMA
86942,A C P AMARASINGHE,NEKATUNUWEWA,SIPPUKULAMA
86943,C M C KUMARI KARUNARATHNE,NEKATUNUWEWA,SIPPUKULAMA
86944,W A D PRIYADARSHANI,NEKATUNUWEWA,SIPPUKULAMA
86945,W M KARUNAWATHI,NEKATUNUWEWA,SIPPUKULAMA
86946,D R ABAYASINGHE,NEKATUNUWEWA,SIPPUKULAMA
86947,S SIRIL RATHNAYAKE,NEKATUNUWEWA,SIPPUKULAMA
86948,H M R M PEIRIS,NEKATUNUWEWA,SIPPUKULAMA
86949,W ARIYARATHNE,USGOLLEWA,UPULDENIYA
86950,P KADIRA,USGOLLEWA,GALENBIDUNUWAWE
86951,P N SENARATHNE,No. 39 USGOLLEWA,UPULDENIYA
86952,P DINAPALA,No. 39 USGOLLEWA,UPULDENIYA
86953,S A DAMAYANTHI,USGOLLEWA,UPULDENIYA
86954,D S B ISTAWEERA,MAHAKELAGAMA,UPULDENIYA
86955,H B A R DISSANAYAKE,No. 09 YAAYA 05,GOMARANKALLA
86956,A M S M ADIKARI,No.37 YAAYA 05,GOMARANKALLA
86957,P JAYAWEERA,KUDAGALENBIDUNUWAWE,GALENBIDUNUWAWE
86958,A L PATHMAKANTHI,KUDAGALENBIDUNUWAWE,GALENBIDUNUWAWE
86959,D M S DISSANAYAKE,MARADAN KALLA,MEGODAWEWA
86960,W S G WEERASINGHE,MARADAN KALLA,MEGODAWEWA
86961,S C RATHNAYAKE,MARADAN KALLA,MEGODAWEWA
86962,L G NALIKA WIJERATHNE,MARADAN KALLA,MEGODAWEWA
86963,K B PATHMA NALINI,MARADAN KALLA,MEGODAWEWA
86964,H M NILUKA MADUSHANTHI,NO. 185 MARADAN KALLA,MEGODAWEWA
86965,K B AMARALATHA,MARADAN KALLA,MEGODAWEWA
86966,A C SHIROMI SENANAYAKE,HORIWILA,PALUGASWEWA
86967,K G YASAWATHI,HORIWILA,PALUGASWEWA
86968,M HERATH BANDA,HORIWILA,PALUGASWEWA
86969,P B HEENBANDA,HORIWILA,PALUGASWEWA
86970,T MANJULA MALKANTHI,HORIWILA,PALUGASWEWA
86971,K WIMALASENA,MAWATHAWEWA,MAILAGASWEWA
86972,R A P RATHNAYAKE,MAWATHAWEWA,MAILAGASWEWA
86973,R RUWAN PRASAD,MAWATHAWEWA,MAILAGASWEWA
86974,P G GAMINI JAYASINGHE,MAWATHAWEWA,MAILAGASWEWA
86975,K B M R RATHNAYAKE,MAWATHAWEWA,MAILAGASWEWA
86976,K B N SENARATHNE,MAWATHAWEWA,MAILAGASWEWA
86977,S A SAMARAKOON,NO. 60 MAWATHAWEWA,MAILAGASWEWA
86978,P B PIYASEELI RATHNAYAKE,MAWATHAWEWA,MAILAGASWEWA
86979,H A ANURA,MAWATHAWEWA,MAILAGASWEWA
86980,K SEWWANDI RATHNAYAKE,MAWATHAWEWA,MAILAGASWEWA
86981,N UDAYANGANI RATHNAYAKE,MAWATHAWEWA,MAILAGASWEWA
86982,J S KANTHILATHA,PULIYANKULAMA,SIWALAKULAMA
86983,R M S ARIYASINGHE,NO. 66 MAWATHAWEWA,MAILAGASWEWA
86984,S S RATHNAPALA,MAWATHAWEWA,MAILAGASWEWA
86985,W P KUMARI,PULIYANKULAMA,SIWALAKULAMA
86986,H M SRIYAKANTHI,PULIYANKULAMA,SIWALAKULAMA
86987,K S L RATHNAYAKE,PULIYANKULAMA,SIWALAKULAMA
86988,K R S RATHNAYAKE,PULIYANKULAMA,SIWALAKULAMA
86989,R A RATHNAYAKE,THAMMANNAGAMA,MAILAGASWEWA
86990,R P A RATHNAYAKE,THAMMANNAGAMA,MAILAGASWEWA
86991,P B J K RATHNAYAKE,KOLONGASWEWA,SIWALAKULAMA
86992,J S P RATHNAYAKE,THAMMANNAGAMA,MAILAGASWEWA
86993,R G JAYARATHNE,KOLONGASWEWA,SIWALAKULAMA
86994,N GAMINI RATHNAYAKE,PADIKETUWEWA,MAILAGASWEWA
86995,S A NILANTHI RATHNAYAKE,KOLONGASWEWA,SIWALAKULAMA
86996,H A DIKSAN,THAMMANNAGAMA,MAILAGASWEWA
86997,U NUWANTHIKA SENANAYAKE,KOLONGASWEWA,SIWALAKULAMA
86998,R M N P RATHNAYAKE,THAMMANNAGAMA,MAILAGASWEWA
86999,P CHANDRIKA RATHANAYAKE,THAMMANNAGAMA,MAILAGASWEWA
87000,R M C N RATHNAYAKE,THAMMANNAGAMA,MAILAGASWEWA
87001,S ANULAWATHI,KOLONGASWEWA,SIWALAKULAMA
87002,W G WIJERATHNE,HIMBUTUGOLLEWA,UPULDENIYA
87003,T B RATHNAYAKE,HIMBUTUGOLLEWA,UPULDENIYA
87004,D M N KUMARI DISSANAYAKE,HIMBUTUGOLLEWA,UPULDENIYA
87005,D U K DHARMASIRI,HIMBUTUGOLLEWA,UPULDENIYA
87006,M K G S KUMARI RATHNAYAKE,MAHAKELAGAMA,UPULDENIYA
87007,A M SRIYANI ATHTHANAYAKE,MAHAKELAGAMA,UPULDENIYA
87008,K MANGALIKA,MAHAKELAGAMA,UPULDENIYA
87009,M INDRANI CHANDRALATHA,MAHAKELAGAMA,UPULDENIYA
87010,M R I SWARNALATHA RATHNAYAKE,MAHAKELAGAMA,UPULDENIYA
87011,N G R A I RATHNAYAKE,MAHAKELAGAMA,UPULDENIYA
87012,R A S SAMARANAYAKE,MAHAKELAGAMA,UPULDENIYA
87013,G S PUSHPALATHA GUNAWARDHANA,MAHAKELAGAMA,UPULDENIYA
87014,H M G KUMARI HERATH,MAHAKELAGAMA,UPULDENIYA
87015,T M G CHANDRALATHA THENNAKOON,MAHAKELAGAMA,UPULDENIYA
87016,I G ASOKA PRIYADARSHANI,MAILAGASWAWE,GALENBIDUNUWAWE
87017,J L L RATHNAYAKE,KOLONGASWEWA,SIWALAKULAMA
87018,R THANOJA RATHNAYAKE,NO. 36 THAMMANNAGAMA,MAILAGASWEWA
87019,M RATHNAYAKE,NO. 176 THAMMANNAGAMA,MAILAGASWEWA
87020,S P MADUSANI SENAVIRATHNE,NO. 19 THAMMANNAGAMA,MAILAGASWEWA
87021,G N KALPANI GUNASENA,THAMMANNAGAMA,MAILAGASWEWA
87022,D B W AMARASIRI,PULIYANKULAMA,SIWALAKULAMA
87023,R M U G N DAMAYANTHI RATHNAYAKE,No. 79 MAHAKELAGAMA,MAILAGASWAWE
87024,K B CHANDRAWATHI,No. 32 MAILAGASWEWA,GALENBIDUNUWAWE
87025,I M A R BANDARA,No. 67 MAILAGASWEWA,GALENBIDUNUWAWE
87026,A S WATHSALA AMARATHUNGA,No. 31 MAILAGASWEWA,GALENBIDUNUWAWE
87027,R S K RATHNAYAKE,KOLONGASWEWA,SIWALAKULAMA
87028,S S S RATHNAYAKE,MAHAKELAGAMA,UPULDENIYA
87029,W GHANAPALA,USGOLLEWA,UPULDENIYA
87030,K RANJANI HEMALATHA,MAILAGASWEWA,GALENBIDUNUWAWE
87031,K J M JULANJI KUMARASINGHE,MAILAGASWEWA,GALENBIDUNUWAWE
87035,P.JAYANTHA HEMACHANDRA,"PANAMA WEST, PANAMA.",PANAMA
87036,A.S.CHANDRAPALA,"WEHERAGALA, WEDIKUBURA, MONARAGALA.",MONARAGALA
87037,M.R.THILAKARATHNA,"NO 26 HIBILIYAWELA, KAHAMBANA.",MONARAGALA
87038,VIWIYAN KULANAYAKA,"PANAMA NORTH, PANAMA.",PANAMA
87039,APPUPILLAI WIJESINGHA,"PANAMA SOUTH, PANAMA.",PANAMA
87040,K.DILRUKSHI KULARATHNA,"PANAMA NORTH, PANAMA.",PANAMA
87041,SANTHAKAHAMI KUSUMAWATHI,"PANAMA CENTRAL, PANAMA.",PANAMA
87042,SINGHARATHNA CHANDRALATHA,"PANAMA CENTRAL, PANAMA.",PANAMA
87043,P.M.BANDARA,"PANAMA NORTH, PANAMA.",PANAMA
87044,BADAPIYASA KIRIBANDA,"PANAMA NORTH, PANAMA.",PANAMA
87045,SANTHAKAHAMI GUNAWARDANA,"PANAMA SOUTH, PANAMA.",PANAMA
87046,KALUBANDA SEMARATHNA,"PANAMA NORTH, PANAMA.",PANAMA
87047,SUGATHADASA RUWAN DILRUKSHA,"PANAMA SOUTH, PANAMA.",PANAMA
87048,K.B.M.NOYEL ASHOKA,"PANAMA SOUTH, PANAMA.",PANAMA
87049,S.A.PRIYANTHI KUMARI,"PANAMA SOUTH, PANAMA.",PANAMA
87050,MANIVEL APPU DAYARATHNA,"PANAMA SOUTH, PANAMA.",PANAMA
87051,W.UPALI WIJASALITHA,"PANAMA SOUTH, PANAMA.",PANAMA
87052,SELLABANDARA NANDAMALANI,"PANAMA SOUTH, PANAMA.",PANAMA
87053,P.T.PUSHPAKUMARI,"PANAMA SOUTH, PANAMA.",PANAMA
87054,BANDARA PRIYANKA MALANI,"PANAMA SOUTH, PANAMA.",PANAMA
87055,N.SIRIYALATHA MALKANTHI,"PANAMA SOUTH, PANAMA.",PANAMA
87056,K.NISHANTHI SAMAN KUMARI,"PANAMA SOUTH, PANAMA.",PANAMA
87057,KANAGARATHNA YASAWATHI,"PANAMA SOUTH, PANAMA.",PANAMA
87058,W.M.MADULATHA KARUNAWANSHA,"PANAMA WEST, PANAMA.",PANAMA
87059,HUDUKUMARA KIRIBANDA,"PANAMA SOUTH, PANAMA.",PANAMA
87060,MENIKRALA WIJAYAPALA,"PANAMA SOUTH, PANAMA.",PANAMA
87061,Y.W.SRIYANI INDUMATHI,"PANAMA SOUTH, PANAMA.",PANAMA
87062,K.INDRA KUMARI,"PANAMA SOUTH, PANAMA.",PANAMA
87063,BISOBANDA SIRIYALATHA,"PANAMA SOUTH, PANAMA.",PANAMA
87064,T.PATHMAWATHI,"PANAMA WEST, PANAMA.",PANAMA
87065,SIRISENA SIRIL MALLIKA,"PANAMA WEST, PANAMA.",PANAMA
87066,BISOBANDA SOMALATHA,"PANAMA SOUTH, PANAMA.",PANAMA
87067,SIRIMALHAMI DAYAWATHI,"PANAMA SOUTH, PANAMA.",PANAMA
87068,KULANDAWEEL LEELAWATHI,"PANAMA SOUTH, PANAMA.",PANAMA
87069,R.M.JAYAWATHI,"PANAMA SOUTH, PANAMA.",PANAMA
87070,R.M.C.N.MADHUSHANKA,"PANAMA WEST, PANAMA.",PANAMA
87071,T.M.CHANDRALATHA,"PANAMA WEST, PANAMA.",PANAMA
87072,SANTHAKAHAMI  GHANAPALA,"PANAMA SOUTH, PANAMA.",PANAMA
87073,K.DHEVADASAN,"PANAMA SOUTH, PANAMA.",PANAMA
87074,S.NILANTHI KUMARI,"PANAMA SOUTH, PANAMA.",PANAMA
87075,K.C.H.KUMARANAYAKA,"PANAMA SOUTH, PANAMA.",PANAMA
87076,R.M.PODIMENIKE,"PANAMA WEST, PANAMA.",PANAMA
87077,SINNATHAMBY KASIPILLAI,"PANAMA SOUTH, PANAMA.",PANAMA
87078,K.KANAGARATHNA,"PANAMA CENTRAL, PANAMA.",PANAMA
87079,MURUGAIYA RAJENDRAN,"PANAMA SOUTH, PANAMA.",PANAMA
87080,ILETHAMBI JAYADASA,"PANAMA WEST, PANAMA.",PANAMA
87081,T.BANDARA MENIKE,"PANAMA SOUTH, PANAMA.",PANAMA
87082,S.RUPIKA DAMAYANTHI,"PANAMA SOUTH, PANAMA.",PANAMA
87083,P.M.SUSILAWATHI,"PANAMA NORTH, PANAMA.",PANAMA
87084,J.E.EKANAYAKE,"PANAMA SOUTH, PANAMA.",PANAMA
87085,D.M.G.MALKANTHI DISSANAYAKA,"PANAMA WEST, PANAMA.",PANAMA
87086,HITIHAMI NANDASIRI,"PANAMA CENTRAL, PANAMA.",PANAMA
87087,H.SAGARIKA SAMANLATHA,"PANAMA SOUTH, PANAMA.",PANAMA
87088,S.NANDANI BANDARA,"PANAMA SOUTH, PANAMA.",PANAMA
87089,B.M.GAYANI BANDARANAYAKA,"PANAMA SOUTH, PANAMA.",PANAMA
87090,K.NILANTHI KULARATHNA,"PANAMA CENTRAL, PANAMA.",PANAMA
87091,SELLABANDARA KUSUMPI,"PANAMA SOUTH, PANAMA.",PANAMA
87092,R.M.MAHINDA RATHNA,"PANAMA WEST, PANAMA.",PANAMA
87093,JAYAWARDHANA JAYARATHNA,"PANAMA SOUTH, PANAMA.",PANAMA
87094,PUNCHIRALA DHARMAPALA,"PANAMA NORTH, PANAMA.",PANAMA
87095,M.THOMAS APPU,"PANAMA SOUTH, PANAMA.",PANAMA
87096,M.GAYANI PRIYADARSHANI,"PANAMA CENTRAL, PANAMA.",PANAMA
87097,I.RANASINGHE,"PANAMA SASTHIRAWELA, PANAMA.",PANAMA
87098,S.M.DHARMARATHNE,"PANAMA SOUTH, PANAMA.",PANAMA
87099,KIRIBANDA DAYARATHNA,"PANAMA SOUTH, PANAMA.",PANAMA
